record_id,language_code,language_name,script_note,source,title,pageid,paragraph_index,chars,cyrillic_ratio,vertical_mongolian_ratio,latin_ratio,url,text
13bf93960b9dec67,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,.NET Фрэймворк,17033,0,724,0.826,0.0,0.029,https://mn.wikipedia.org/wiki/.NET_%D0%A4%D1%80%D1%8D%D0%B9%D0%BC%D0%B2%D0%BE%D1%80%D0%BA,".NET Фрэймворк (Англи: .NET Framework) нь программ хангамжийн хөгжүүлэлтэд зориулагдсан платформ, гүйцэтгэлийн орчин ба олон төрлийн сангуудыг агуулсан технологийн бүрдэл юм. Тодорхой шинж чанар бүхий архитектурын оронд .NET фрэймворкд зориулж бичигдсэн програмыг платформ нь зөвшөөрдөг энэ нь ямарч техник хангамж болон үйлдлийн систем дээр ажиллах талаар санаа зовоод хэрэггүй гэсэн үг юм. Түүнчлэн .NET-ийг ашиглаж хэрэгжүүлдэг ямар ч бүтэц зохион байгуулалттай компьютер тухайн програмыг амжилттай ажиллуулах боломжтой байдаг. Учир нь энэ программыг ажиллуулагч орчин нь өөрөө нарийвчлалуудыг хийсвэрлэн тооцдог бөгөөд программ ажиллуулагч ба үндсэн архитектүр хоёрын хооронд виртуал машиныг зуучлагч болгон тавьж өгдөг."
843f52f14dac6b15,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,.NET Фрэймворк,17033,1,1034,0.7108,0.0,0.1141,https://mn.wikipedia.org/wiki/.NET_%D0%A4%D1%80%D1%8D%D0%B9%D0%BC%D0%B2%D0%BE%D1%80%D0%BA,".NET фрэймворкийн гол цөм нь Common Language Runtime (CLR) буюу нийтлэг хэлнүүдийн ажиллах хугацаа байдаг. Энэ нь .NET виртуал машины нэгэн хэрэгжүүлэлт юм. CLR нь .NET фрэймворкд чиглэгдсэн ямар ч хэлэн дээр бичигдсэн програмд ажиллах орчинг бүрдүүлж өгдөг. Программ нь ямар нэгэн хэл дээр бичигдсэн байдаг. Жишээ нь C#(C-Sharp)8 VB.NET гэсэн хэлнүүд нь завсрын холболт руу хөрвүүлдэг, хамааралгүй архитектурыг Microsoft Intermediate Language буюу (MS-IL) гэж нэрлэдэг. MS-IL нь файлыг хөрвүүлдэг түүнийгээ ассемблей гэж нэрэлдэг. Энэ нь MS-IL-ийн команд болон мета-өгөгдлийг агуулдаг. Тэдгээр нь .exe, .dll гэсэн файлын өргөтгөлтэй байдаг. Программын гйүцэтгэлийн дараа CLR нь ассемблейг аппликейшин домайн руу ачаалладаг. Даалгавар нь хэрэгжиж байгаа программаар биелэгддэг, CLR нь ассемблей дэх MS-IL даалгавар эх кодруу хөрвүүлдэг. Just in time буюу яг цагт нь дамжуулж байгаа архитектур нь үүний үндсэн онцлог юм. Энэ даалгавар нь эх код руу хөрвүүлэгдсээр байдаг мөн хадгалагддаг бөгөөд CPU дэх эх кодоор ажиллагаа үргэлжилдэг."
8314f8523afa015c,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,.tw,29971,0,66,0.7727,0.0,0.0303,https://mn.wikipedia.org/wiki/.tw,.tw — Цахим сүлжээнд Тайвань орныг илтгэх латин үсгийн домэйн нэр.
c885c15745b2a7e6,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,10 сарын 1,22048,0,116,0.681,0.0,0.0,https://mn.wikipedia.org/wiki/10_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_1,10 сарын 1 нь Григорийн тооллын жилийн 274 дахь (өндөр жил бол 275 дэх) өдөр юм. Мөн он дуустал 91 өдөр үлдэж байна.
a285e0a4a5c508d5,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,10 сарын 1,22048,1,63,0.7619,0.0,0.0,https://mn.wikipedia.org/wiki/10_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_1,1869 — Вена хотод анхны шуудангийн ил захидал хэвлэгдэн гарчээ.
bbfe8bee9389b7cf,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,10 сарын 1,22048,2,59,0.7458,0.0,0.0,https://mn.wikipedia.org/wiki/10_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_1,1881 — Франц улсад хөлбөмбөгийн «Бордо» клуб байгуулагдсан.
50640b9225f9de14,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,10 сарын 1,22048,3,42,0.7143,0.0,0.0,https://mn.wikipedia.org/wiki/10_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_1,1895 — Франц улс Мадагаскарыг эзлэн авсан.
2a080263da0c38a8,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,10 сарын 1,22048,4,95,0.7579,0.0,0.0,https://mn.wikipedia.org/wiki/10_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_1,1910 — АНУ-ын Лос-Анжелес хотноо Таймс барилгад 21 хүний амь үрэгдсэн томоохон дэлбэрэлт болов.
2d2e38515cc4c710,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,10 сарын 1,22048,5,50,0.74,0.0,0.0,https://mn.wikipedia.org/wiki/10_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_1,1949 — Бүгд Найрамдах Хятад Ард Улс байгуулагдсан.
bd7cdf83c21a0ae8,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,10 сарын 1,22048,6,73,0.7808,0.0,0.0,https://mn.wikipedia.org/wiki/10_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_1,1964 — Японд дэлхийн анхны Токайдо-шинкансэн хурдны зам ашиглалтад орсон.
a70631e7c4fdcc2a,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,10 сарын 1,22048,7,84,0.6786,0.0,0.0,https://mn.wikipedia.org/wiki/10_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_1,"1977 — Пеле зодог тайлсан, тэрээр спортын замналдаа 1363 тоглолтод 1281 гоол хийжээ."
04665f6270b7eaf8,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,10 сарын 1,22048,8,67,0.7463,0.0,0.0,https://mn.wikipedia.org/wiki/10_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_1,1979 — Панамын сувгийн бүс эрх зүйн хувьд Панам улсын мэдэлд очсон.
73c9f8d8f3aa8a58,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,10 сарын 1,22048,9,44,0.7045,0.0,0.0,https://mn.wikipedia.org/wiki/10_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_1,1981 — Хельмут Коль ХБНГУ-ын канцлер болсон.
f5ada7881ff22ac0,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,10 сарын 1,22048,10,89,0.7865,0.0,0.0,https://mn.wikipedia.org/wiki/10_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_1,1997 — ОХУ-д Зөвлөлтийн паспортыг Оросын иргэний паспортаар солих үе шаттай ажил эхэлсэн.
1e46948aa061b054,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,10 сарын 1,22048,11,64,0.4688,0.0,0.0156,https://mn.wikipedia.org/wiki/10_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_1,1754 — I Павел (1801 онд алуулсан) Оросын эзэн хаан (1796—1801).
6564d5f1a18b5b4a,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,10 сарын 1,22048,12,115,0.6783,0.0,0.0522,https://mn.wikipedia.org/wiki/10_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_1,"1881 — Уильям Боинг (1956 онд нас барсан) Америкийн нисэх онгоц зохион бүтээгч, ""Boeing"" компани үүсгэн байгуулагч."
2b7d682635a487af,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,10 сарын 1,22048,13,141,0.7376,0.0,0.0,https://mn.wikipedia.org/wiki/10_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_1,"1912 — Лев Гумилёв (1992 онд нас барсан) Оросын түүхч-угсаатан судлаач, гүн ухаантан, яруу найрагч, Анна Ахматова, Николай Гумилёв нарын хүү."
16bc684196c16e91,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,10 сарын 1,22048,14,62,0.7419,0.0,0.0,https://mn.wikipedia.org/wiki/10_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_1,1924 — Америкийн нэгдсэн улсын 39 дэх ерөнхийлөгч Жимми Картер
8f1366cd11671736,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,10 сарын 1,22048,15,101,0.7129,0.0,0.0,https://mn.wikipedia.org/wiki/10_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_1,"1927 — Олег Ефремов (2000 онд нас барсан) Зөвлөлтийн тайз, дэлгэцийн жүжигчин, ЗХУ-ын Ардын жүжигчин."
796c669b077eccbc,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,10 сарын 1,22048,16,85,0.6,0.0,0.0,https://mn.wikipedia.org/wiki/10_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_1,"1956 — Тереза Мэй, Британийн улс төрч, Их Британийн 76 дахь (2016—2019) Ерөнхий сайд."
d03efc56b5582ac7,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,10 сарын 1,22048,17,49,0.7755,0.0,0.0,https://mn.wikipedia.org/wiki/10_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_1,1962 — Америкийн телевизийн жүжигчин Эсай Моралес
c29ed0c5b770fe4c,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,10 сарын 1,22048,18,61,0.7541,0.0,0.0,https://mn.wikipedia.org/wiki/10_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_1,"1968 — Америкийн дуучин, хөгжимчин, дуу зохиогч Кевин Гриффин"
f3700b16d3473bc4,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,10 сарын 1,22048,19,50,0.78,0.0,0.0,https://mn.wikipedia.org/wiki/10_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_1,1974 — Америкийн жүжигчин хөгжимчин Кристиан Борль
fbbfac999dfa7e6e,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,10 сарын 1,22048,20,95,0.7158,0.0,0.0,https://mn.wikipedia.org/wiki/10_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_1,"2018 — Шарль Азнавур (1924 онд төрсөн) армени гаралтай Францын дуучин, дууны зохиолч, жүжигчин."
09575672099310ca,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,10 сарын 1,22048,21,59,0.8305,0.0,0.0,https://mn.wikipedia.org/wiki/10_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_1,Бүгд Найрамдах Хятад Ард Улсын Үндэсний баярын өдөр (БНХАУ)
a486c659e71b57da,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,10 сарын 1,22048,22,98,0.8163,0.0,0.0,https://mn.wikipedia.org/wiki/10_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_1,"Тусгаар тогтнолын өдөр, 1960 онд Нэгдсэн Вант Улсаас Киприйн тусгаар тогтносон өдрийг тэмдэглэдэг."
04fc5e49d57bcd57,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,10 сарын 1,22048,23,95,0.8105,0.0,0.0,https://mn.wikipedia.org/wiki/10_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_1,"Тусгаар тогтнолын өдөр, 1960 онд Их Британи улсаас Нигери тусгаар тогтносон өдрийг тэмдэглэдэг."
8c750a859f23e0c9,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,10 сарын 1,22048,24,123,0.8293,0.0,0.0,https://mn.wikipedia.org/wiki/10_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_1,"Тусгаар тогтнолын өдөр, 1994 онд НҮБ-ын Итгэмжлэгдсэн нутаг дэвсгэрийн байдлаар Палау тусгаар тогтносон өдрийг тэмдэглэдэг."
8254e0d80a48ce2e,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,10 сарын 1,22048,25,97,0.8144,0.0,0.0,https://mn.wikipedia.org/wiki/10_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_1,"Тусгаар тогтнолын өдөр, 1978 онд Нэгдсэн Вант Улсаас Тувалу тусгаар тогтносон өдрийг тэмдэглэдэг."
f8b51b6287e5752e,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,11 сарын 3,11193,0,117,0.6838,0.0,0.0,https://mn.wikipedia.org/wiki/11_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_3,11 сарын 3 нь Григорийн тооллын жилийн 307 дахь (өндөр жил бол 308 дахь) өдөр юм. Мөн он дуустал 58 өдөр үлдэж байна.
073c59b818dda8c7,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,11 сарын 3,11193,1,534,0.8184,0.0,0.0,https://mn.wikipedia.org/wiki/11_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_3,"1912.11.03: Оросын Засгийн газрын бүрэн эрхт төлөөлөгч Иван Коростовец Монгол Улсын Богд хааны Засгийн газрын Ерөнхий сайд, Сайн ноён хан Намнансүрэн болон түүний Засгийн газрын таван сайдтай нийслэл хүрээнд Найрамдлын гэрээ байгуулан шинэ тутам байгуулагдсан Монгол Улс, Орос улсын харилцаа ямар байхыг тодорхойлов. 1912 оны аравдугаар сарын 21-нээс арваннэгдүгээр сарын 3-ныг хүртэлх хугацаанд үргэлжилсний эцэст байгуулсан найрамдлын эл гэрээ Монголын олон улсын талбар дээр дахин төр улс болж гарч ирсний нэг илэрхийлэл болсон юм."
d8fd342a803ebed1,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,11 сарын 3,11193,2,122,0.8115,0.0,0.0,https://mn.wikipedia.org/wiki/11_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_3,1928: Түрк хэлний шинэчлэлийн хүрээнд түрк хэл улс араб цагаан толгойноос татгалзаж латин цагаан толгой руу шилжсэн байна.
64d9bf82246b000f,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,11 сарын 3,11193,3,91,0.8022,0.0,0.0,https://mn.wikipedia.org/wiki/11_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_3,1936: АНУ-ын Ерөнхийлөгчийн сонгууль явагдаж Ф.Рузвельт хоёр дахь удаагаа ялалт байгуулсан.
a87369a7b6364145,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,11 сарын 3,11193,4,124,0.7823,0.0,0.0,https://mn.wikipedia.org/wiki/11_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_3,1957: Зөвлөлт улс сансар огторгуйд Спутник-2 хөлгийн бүхээгт “Лайка” нохойг хөөргөсөн нь дэлхийн түүхэнд анх удаа болсон юм.
823bf0ca178b62fb,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,11 сарын 3,11193,5,68,0.7941,0.0,0.0,https://mn.wikipedia.org/wiki/11_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_3,1964: АНУ-ын Ерөнхийлөгчийн сонгуульд ардчилагч Линдон Жонсон ялжээ.
9cc22ecd8722f609,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,11 сарын 3,11193,6,136,0.8235,0.0,0.0,https://mn.wikipedia.org/wiki/11_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_3,1969: АНУ-ын Ерөнхийлөгч Ричард Никсон Өмнөд Вьетнамын газар нутгаас Америкийн хуурай замын анги нэгтгэлүүдийг бүгдийг нь гаргана гэжээ.
ae42c5439fdb883d,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,11 сарын 3,11193,7,50,0.76,0.0,0.0,https://mn.wikipedia.org/wiki/11_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_3,2014: Дэлхийн худалдааны төвийн шинэ нээлт болжээ.
d9a9ea11cdfbb4a5,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,11 сарын 8,11194,0,118,0.6864,0.0,0.0,https://mn.wikipedia.org/wiki/11_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_8,11 сарын 8 нь Григорийн тооллын жилийн 312 дахь (өндөр жил бол 313 дахь) өдөр юм. Мөн он дуустал 53 хоног үлдэж байна.
7ad76fe73b49cebc,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,11 сарын 8,11194,1,72,0.7778,0.0,0.0,https://mn.wikipedia.org/wiki/11_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_8,1893 — АНУ-ын Колорадо мужид эмэгтэйчүүд сонгууль оролцох эрхтэй болсон.
272f83b1c5aff0a1,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,11 сарын 8,11194,2,184,0.8152,0.0,0.0,https://mn.wikipedia.org/wiki/11_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_8,"1895 — Вильхельм Рентген цахилгаан эрчим хүчээр туршилт хийж байхдаа цацрагийг нээсэн бөгөөд үүнийгээ рентген туяа гэж нэрлэжээ. Хожим нь түүний хүндэтгэлд ""Рентген туяа"" гэж нэрлэжээ."
5bca6abe169b692d,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,11 сарын 8,11194,3,116,0.7931,0.0,0.0,https://mn.wikipedia.org/wiki/11_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_8,"1923 — ""Мюнхен дэх Шар айрагны бослого"" Германы Үндэсний социалист ажилны намын төрийн эрхийг булаан авах оролдлого."
43ddc2446c46463b,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,11 сарын 8,11194,4,83,0.7952,0.0,0.0,https://mn.wikipedia.org/wiki/11_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_8,2020 — Азербайжан улс Шуша хотод хяналтаа тогтоож Карабахын хоёрдугаар дайн дуусав.
a5759a7abf197b18,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,11 сарын 8,11194,5,129,0.7519,0.0,0.0,https://mn.wikipedia.org/wiki/11_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_8,"1802 — Бенжамин Холл (1867 онд нас барсан) британий инженер болон улс төрч, түүний дурсгалд Лондонгийн Биг Бэнийг нэрэлсэн байна."
08af2e76570721c7,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,11 сарын 8,11194,6,117,0.5812,0.0,0.1282,https://mn.wikipedia.org/wiki/11_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_8,"1900 — Маргарет Митчелл (1949 онд нас барсан) америкийн зохиолч эмэгтэй, (англи. Gone with the Wind ) романы зохиогч."
55e78db13d5a7430,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,11 сарын 8,11194,7,134,0.7164,0.0,0.0,https://mn.wikipedia.org/wiki/11_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_8,"1935 — Але́н Делон (2024 онд нас барсан) францын тайз, дэлгэцийн жүжигчин, кино найруулагч, зохиолч, продюсер, «Сезар» шагнал хүртсэн."
2a57a6953ea135ec,mn,蒙古语,mn.wikipedia.org 主要为西里尔蒙古文，非传统竖排蒙古文,wikipedia_api,11 сарын 8,11194,8,136,0.7941,0.0,0.0,https://mn.wikipedia.org/wiki/11_%D1%81%D0%B0%D1%80%D1%8B%D0%BD_8,"1960 - Олег Меньшиков, зөвлөлтийн болон оросын тайз, дэлгэцийн жүжигчин, театрын найруулагч, сурган хүмүүжүүлэгч, ОХУ-ын Ардын жүжигчин."
