record_id,language_code,language_name,source_name,title,url,char_count,zhuang_ratio
za_wikipedia_00028,za,壮语,Zhuang Wikipedia,12 nyied 27 hauh,https://za.wikipedia.org/wiki/12_nyied_27_hauh,204,0.8706
za_wikipedia_00029,za,壮语,Zhuang Wikipedia,12 nyied 28 hauh,https://za.wikipedia.org/wiki/12_nyied_28_hauh,151,0.8434
za_wikipedia_00030,za,壮语,Zhuang Wikipedia,12 nyied 29 hauh,https://za.wikipedia.org/wiki/12_nyied_29_hauh,136,0.8382
za_wikipedia_00031,za,壮语,Zhuang Wikipedia,12 nyied 2 hauh,https://za.wikipedia.org/wiki/12_nyied_2_hauh,163,0.8515
za_wikipedia_00032,za,壮语,Zhuang Wikipedia,12 nyied 30 hauh,https://za.wikipedia.org/wiki/12_nyied_30_hauh,168,0.8363
za_wikipedia_00033,za,壮语,Zhuang Wikipedia,12 nyied 31 hauh,https://za.wikipedia.org/wiki/12_nyied_31_hauh,136,0.8382
za_wikipedia_00034,za,壮语,Zhuang Wikipedia,12 nyied 3 hauh,https://za.wikipedia.org/wiki/12_nyied_3_hauh,136,0.8382
za_wikipedia_00035,za,壮语,Zhuang Wikipedia,12 nyied 4 hauh,https://za.wikipedia.org/wiki/12_nyied_4_hauh,159,0.8513
za_wikipedia_00036,za,壮语,Zhuang Wikipedia,12 nyied 5 hauh,https://za.wikipedia.org/wiki/12_nyied_5_hauh,152,0.8444
za_wikipedia_00037,za,壮语,Zhuang Wikipedia,12 nyied 6 hauh,https://za.wikipedia.org/wiki/12_nyied_6_hauh,159,0.8513
za_wikipedia_00038,za,壮语,Zhuang Wikipedia,12 nyied 7 hauh,https://za.wikipedia.org/wiki/12_nyied_7_hauh,136,0.8382
za_wikipedia_00039,za,壮语,Zhuang Wikipedia,12 nyied 8 hauh,https://za.wikipedia.org/wiki/12_nyied_8_hauh,136,0.8382
za_wikipedia_00040,za,壮语,Zhuang Wikipedia,12 nyied 9 hauh,https://za.wikipedia.org/wiki/12_nyied_9_hauh,159,0.8513
za_wikipedia_00041,za,壮语,Zhuang Wikipedia,131,https://za.wikipedia.org/wiki/131,93,0.8522
za_wikipedia_00042,za,壮语,Zhuang Wikipedia,133,https://za.wikipedia.org/wiki/133,99,0.8556
za_wikipedia_00043,za,壮语,Zhuang Wikipedia,134,https://za.wikipedia.org/wiki/134,97,0.8526
za_wikipedia_00044,za,壮语,Zhuang Wikipedia,137,https://za.wikipedia.org/wiki/137,98,0.8541
za_wikipedia_00045,za,壮语,Zhuang Wikipedia,138,https://za.wikipedia.org/wiki/138,98,0.8541
za_wikipedia_00046,za,壮语,Zhuang Wikipedia,141,https://za.wikipedia.org/wiki/141,101,0.8584
za_wikipedia_00047,za,壮语,Zhuang Wikipedia,143,https://za.wikipedia.org/wiki/143,102,0.8598
za_wikipedia_00048,za,壮语,Zhuang Wikipedia,144,https://za.wikipedia.org/wiki/144,100,0.857
za_wikipedia_00049,za,壮语,Zhuang Wikipedia,145,https://za.wikipedia.org/wiki/145,101,0.8584
za_wikipedia_00050,za,壮语,Zhuang Wikipedia,146,https://za.wikipedia.org/wiki/146,101,0.8584
za_wikipedia_00051,za,壮语,Zhuang Wikipedia,151,https://za.wikipedia.org/wiki/151,93,0.8522
za_wikipedia_00052,za,壮语,Zhuang Wikipedia,1893 nienz,https://za.wikipedia.org/wiki/1893_nienz,217,0.726
za_wikipedia_00053,za,壮语,Zhuang Wikipedia,1894 nienz,https://za.wikipedia.org/wiki/1894_nienz,214,0.7196
za_wikipedia_00054,za,壮语,Zhuang Wikipedia,1895 nienz,https://za.wikipedia.org/wiki/1895_nienz,217,0.7235
za_wikipedia_00055,za,壮语,Zhuang Wikipedia,1896 nienz,https://za.wikipedia.org/wiki/1896_nienz,213,0.7157
za_wikipedia_00056,za,壮语,Zhuang Wikipedia,1897 nienz,https://za.wikipedia.org/wiki/1897_nienz,215,0.7209
za_wikipedia_00057,za,壮语,Zhuang Wikipedia,1898 nienz,https://za.wikipedia.org/wiki/1898_nienz,198,0.7025
za_wikipedia_00058,za,壮语,Zhuang Wikipedia,1899 nienz,https://za.wikipedia.org/wiki/1899_nienz,173,0.6882
za_wikipedia_00059,za,壮语,Zhuang Wikipedia,190,https://za.wikipedia.org/wiki/190,92,0.8446
za_wikipedia_00060,za,壮语,Zhuang Wikipedia,1900 nienz,https://za.wikipedia.org/wiki/1900_nienz,170,0.6794
za_wikipedia_00061,za,壮语,Zhuang Wikipedia,1901 nienz,https://za.wikipedia.org/wiki/1901_nienz,173,0.685
za_wikipedia_00062,za,壮语,Zhuang Wikipedia,1902 nienz,https://za.wikipedia.org/wiki/1902_nienz,171,0.6813
za_wikipedia_00063,za,壮语,Zhuang Wikipedia,1903 nienz,https://za.wikipedia.org/wiki/1903_nienz,172,0.6831
za_wikipedia_00064,za,壮语,Zhuang Wikipedia,1904 nienz,https://za.wikipedia.org/wiki/1904_nienz,169,0.6743
za_wikipedia_00065,za,壮语,Zhuang Wikipedia,1905 nienz,https://za.wikipedia.org/wiki/1905_nienz,173,0.6882
za_wikipedia_00066,za,壮语,Zhuang Wikipedia,1906 nienz,https://za.wikipedia.org/wiki/1906_nienz,170,0.6794
za_wikipedia_00067,za,壮语,Zhuang Wikipedia,1907 nienz,https://za.wikipedia.org/wiki/1907_nienz,173,0.685
za_wikipedia_00068,za,壮语,Zhuang Wikipedia,1908 nienz,https://za.wikipedia.org/wiki/1908_nienz,169,0.6743
za_wikipedia_00069,za,壮语,Zhuang Wikipedia,1909 nienz,https://za.wikipedia.org/wiki/1909_nienz,171,0.6813
za_wikipedia_00070,za,壮语,Zhuang Wikipedia,191,https://za.wikipedia.org/wiki/191,94,0.8479
za_wikipedia_00071,za,壮语,Zhuang Wikipedia,1910 nienz,https://za.wikipedia.org/wiki/1910_nienz,172,0.6831
za_wikipedia_00072,za,壮语,Zhuang Wikipedia,1911 nienz,https://za.wikipedia.org/wiki/1911_nienz,173,0.6882
za_wikipedia_00073,za,壮语,Zhuang Wikipedia,1912 nienz,https://za.wikipedia.org/wiki/1912_nienz,168,0.6723
za_wikipedia_00074,za,壮语,Zhuang Wikipedia,1913 nienz,https://za.wikipedia.org/wiki/1913_nienz,171,0.6813
za_wikipedia_00075,za,壮语,Zhuang Wikipedia,1914 nienz,https://za.wikipedia.org/wiki/1914_nienz,172,0.6831
za_wikipedia_00076,za,壮语,Zhuang Wikipedia,1916 nienz,https://za.wikipedia.org/wiki/1916_nienz,170,0.6762
za_wikipedia_00077,za,壮语,Zhuang Wikipedia,1917 nienz,https://za.wikipedia.org/wiki/1917_nienz,170,0.6794
za_wikipedia_00078,za,壮语,Zhuang Wikipedia,1918 nienz,https://za.wikipedia.org/wiki/1918_nienz,173,0.685
za_wikipedia_00079,za,壮语,Zhuang Wikipedia,192,https://za.wikipedia.org/wiki/192,101,0.853
za_wikipedia_00080,za,壮语,Zhuang Wikipedia,1921 nienz,https://za.wikipedia.org/wiki/1921_nienz,172,0.6831
